sqrt_s_GeV,mode,t_GeV2,dt_min_GeV2,dt_max_GeV2,dsig_dt_mb_GeV2,err_stat_plus,err_stat_minus,err_sys_plus,err_sys_minus,err_total_plus,err_total_minus,paper_ins
62.07,pp,1.225,0.025000000000000133,0.02499999999999991,6.12e-05,1.1417688032171837e-05,1.1417688032171837e-05,0.0,0.0,1.1417688032171837e-05,1.1417688032171837e-05,ins132162
62.07,pp,1.275,0.02499999999999991,0.025000000000000133,3.12e-05,7.035140368180297e-06,7.035140368180297e-06,0.0,0.0,7.035140368180297e-06,7.035140368180297e-06,ins132162
62.07,pp,1.3250000000000002,0.025000000000000133,0.02499999999999991,2.17e-05,5.321778368177314e-06,5.321778368177314e-06,0.0,0.0,5.321778368177314e-06,5.321778368177314e-06,ins132162
62.07,pp,1.375,0.02499999999999991,0.02499999999999991,3.89e-05,7.641670301707604e-06,7.641670301707604e-06,0.0,0.0,7.641670301707604e-06,7.641670301707604e-06,ins132162
62.07,pp,1.4249999999999998,0.02499999999999991,0.025000000000000133,3.56e-05,7.3391280135994355e-06,7.3391280135994355e-06,0.0,0.0,7.3391280135994355e-06,7.3391280135994355e-06,ins132162
62.07,pp,1.475,0.025000000000000133,0.02499999999999991,4.86e-05,9.081156314038427e-06,9.081156314038427e-06,0.0,0.0,9.081156314038427e-06,9.081156314038427e-06,ins132162
62.07,pp,1.525,0.02499999999999991,0.025000000000000133,3.78e-05,5.61749054293819e-06,5.61749054293819e-06,0.0,0.0,5.61749054293819e-06,5.61749054293819e-06,ins132162
62.07,pp,1.5750000000000002,0.025000000000000133,0.02499999999999991,4.8e-05,6.685626373048378e-06,6.685626373048378e-06,0.0,0.0,6.685626373048378e-06,6.685626373048378e-06,ins132162
62.07,pp,1.625,0.02499999999999991,0.02499999999999991,4.44e-05,6.182337745545774e-06,6.182337745545774e-06,0.0,0.0,6.182337745545774e-06,6.182337745545774e-06,ins132162
62.07,pp,1.6749999999999998,0.02499999999999991,0.025000000000000133,5.55e-05,7.2149999999999995e-06,7.2149999999999995e-06,0.0,0.0,7.2149999999999995e-06,7.2149999999999995e-06,ins132162
62.07,pp,1.725,0.025000000000000133,0.02499999999999991,6.62e-05,8.602307829879142e-06,8.602307829879142e-06,0.0,0.0,8.602307829879142e-06,8.602307829879142e-06,ins132162
62.07,pp,1.775,0.02499999999999991,0.025000000000000133,5.59e-05,7.268846194548348e-06,7.268846194548348e-06,0.0,0.0,7.268846194548348e-06,7.268846194548348e-06,ins132162
62.07,pp,1.8250000000000002,0.025000000000000133,0.02499999999999991,6.5e-05,8.449999999999999e-06,8.449999999999999e-06,0.0,0.0,8.449999999999999e-06,8.449999999999999e-06,ins132162
62.07,pp,1.875,0.02499999999999991,0.02499999999999991,6.54e-05,7.898670774250563e-06,7.898670774250563e-06,0.0,0.0,7.898670774250563e-06,7.898670774250563e-06,ins132162
62.07,pp,1.9249999999999998,0.02499999999999991,0.025000000000000133,5.74e-05,7.463846193484965e-06,7.463846193484965e-06,0.0,0.0,7.463846193484965e-06,7.463846193484965e-06,ins132162
62.07,pp,1.975,0.025000000000000133,0.02499999999999991,5.03e-05,7.006912658225448e-06,7.006912658225448e-06,0.0,0.0,7.006912658225448e-06,7.006912658225448e-06,ins132162
62.07,pp,2.05,0.04999999999999982,0.050000000000000266,4.09e-05,4.210038598397882e-06,4.210038598397882e-06,0.0,0.0,4.210038598397882e-06,4.210038598397882e-06,ins132162
62.07,pp,2.1500000000000004,0.050000000000000266,0.04999999999999982,4.12e-05,4.2435480437954275e-06,4.2435480437954275e-06,0.0,0.0,4.2435480437954275e-06,4.2435480437954275e-06,ins132162
62.07,pp,2.25,0.04999999999999982,0.04999999999999982,3.37e-05,3.4670051918045922e-06,3.4670051918045922e-06,0.0,0.0,3.4670051918045922e-06,3.4670051918045922e-06,ins132162
62.07,pp,2.3499999999999996,0.04999999999999982,0.050000000000000266,3.11e-05,3.2028151679421028e-06,3.2028151679421028e-06,0.0,0.0,3.2028151679421028e-06,3.2028151679421028e-06,ins132162
62.07,pp,2.45,0.050000000000000266,0.04999999999999982,2.48e-05,2.5515681452785068e-06,2.5515681452785068e-06,0.0,0.0,2.5515681452785068e-06,2.5515681452785068e-06,ins132162
62.07,pp,2.55,0.04999999999999982,0.050000000000000266,2.07e-05,2.3143303567122823e-06,2.3143303567122823e-06,0.0,0.0,2.3143303567122823e-06,2.3143303567122823e-06,ins132162
62.07,pp,2.6500000000000004,0.050000000000000266,0.04999999999999982,1.74e-05,1.9453791404248173e-06,1.9453791404248173e-06,0.0,0.0,1.9453791404248173e-06,1.9453791404248173e-06,ins132162
62.07,pp,2.75,0.04999999999999982,0.04999999999999982,1.31e-05,1.5819687101836118e-06,1.5819687101836118e-06,0.0,0.0,1.5819687101836118e-06,1.5819687101836118e-06,ins132162
62.07,pp,2.8499999999999996,0.04999999999999982,0.050000000000000266,1.12e-05,1.452308507170567e-06,1.452308507170567e-06,0.0,0.0,1.452308507170567e-06,1.452308507170567e-06,ins132162
62.07,pp,2.95,0.050000000000000266,0.04999999999999982,1.06e-05,1.3761540611428648e-06,1.3761540611428648e-06,0.0,0.0,1.3761540611428648e-06,1.3761540611428648e-06,ins132162
62.07,pp,3.05,0.04999999999999982,0.050000000000000266,7.2e-06,1.0028439559572565e-06,1.0028439559572565e-06,0.0,0.0,1.0028439559572565e-06,1.0028439559572565e-06,ins132162
62.07,pp,3.1500000000000004,0.050000000000000266,0.04999999999999982,5.63e-06,8.367713247954904e-07,8.367713247954904e-07,0.0,0.0,8.367713247954904e-07,8.367713247954904e-07,ins132162
62.07,pp,3.25,0.04999999999999982,0.04999999999999982,5.64e-06,8.38822984902059e-07,8.38822984902059e-07,0.0,0.0,8.38822984902059e-07,8.38822984902059e-07,ins132162
62.07,pp,3.3499999999999996,0.04999999999999982,0.050000000000000266,5.43e-06,8.580840576540272e-07,8.580840576540272e-07,0.0,0.0,8.580840576540272e-07,8.580840576540272e-07,ins132162
62.07,pp,3.45,0.050000000000000266,0.04999999999999982,3.13e-06,5.843468576111281e-07,5.843468576111281e-07,0.0,0.0,5.843468576111281e-07,5.843468576111281e-07,ins132162
62.07,pp,3.55,0.04999999999999982,0.050000000000000266,3.27e-06,6.112718298760381e-07,6.112718298760381e-07,0.0,0.0,6.112718298760381e-07,6.112718298760381e-07,ins132162
62.07,pp,3.6500000000000004,0.050000000000000266,0.04999999999999982,2.86e-06,5.615140247580643e-07,5.615140247580643e-07,0.0,0.0,5.615140247580643e-07,5.615140247580643e-07,ins132162
62.07,pp,3.75,0.04999999999999982,0.04999999999999982,2.48e-06,5.112650975765899e-07,5.112650975765899e-07,0.0,0.0,5.112650975765899e-07,5.112650975765899e-07,ins132162
62.07,pp,3.8499999999999996,0.04999999999999982,0.050000000000000266,2.72e-06,5.085233524627949e-07,5.085233524627949e-07,0.0,0.0,5.085233524627949e-07,5.085233524627949e-07,ins132162
62.07,pp,3.95,0.050000000000000266,0.04999999999999982,1.62e-06,3.9734367995477166e-07,3.9734367995477166e-07,0.0,0.0,3.9734367995477166e-07,3.9734367995477166e-07,ins132162
62.07,pp,4.05,0.04999999999999982,0.04999999999999982,1.03e-06,3.2313039163780305e-07,3.2313039163780305e-07,0.0,0.0,3.2313039163780305e-07,3.2313039163780305e-07,ins132162
62.07,pp,4.15,0.05000000000000071,0.04999999999999982,1.29e-06,3.5392689923203067e-07,3.5392689923203067e-07,0.0,0.0,3.5392689923203067e-07,3.5392689923203067e-07,ins132162
62.07,pp,4.25,0.04999999999999982,0.04999999999999982,7.82e-07,2.5303914716897066e-07,2.5303914716897066e-07,0.0,0.0,2.5303914716897066e-07,2.5303914716897066e-07,ins132162
62.07,pp,4.35,0.04999999999999982,0.05000000000000071,6.91e-07,2.583209292720975e-07,2.583209292720975e-07,0.0,0.0,2.583209292720975e-07,2.583209292720975e-07,ins132162
62.07,pp,4.45,0.04999999999999982,0.04999999999999982,5.88e-07,2.1997354386380194e-07,2.1997354386380194e-07,0.0,0.0,2.1997354386380194e-07,2.1997354386380194e-07,ins132162
62.07,pp,4.6,0.09999999999999964,0.10000000000000053,3.56e-07,1.2230224854842205e-07,1.2230224854842205e-07,0.0,0.0,1.2230224854842205e-07,1.2230224854842205e-07,ins132162
62.07,pp,4.800000000000001,0.10000000000000053,0.09999999999999964,2.83e-07,1.1090636816702637e-07,1.1090636816702637e-07,0.0,0.0,1.1090636816702637e-07,1.1090636816702637e-07,ins132162
62.07,pp,5.0,0.09999999999999964,0.09999999999999964,2.62e-07,1.2369563452280765e-07,1.2369563452280765e-07,0.0,0.0,1.2369563452280765e-07,1.2369563452280765e-07,ins132162
62.07,pp,5.199999999999999,0.09999999999999964,0.10000000000000053,1.75e-07,8.097414710881492e-08,8.097414710881492e-08,0.0,0.0,8.097414710881492e-08,8.097414710881492e-08,ins132162
62.07,pp,5.4,0.10000000000000053,0.09999999999999964,1.6e-07,8.358373047429745e-08,8.358373047429745e-08,0.0,0.0,8.358373047429745e-08,8.358373047429745e-08,ins132162
62.07,pp,5.75,0.25,0.25,1.28e-08,4.783011603581994e-09,4.783011603581994e-09,0.0,0.0,4.783011603581994e-09,4.783011603581994e-09,ins132162
62.07,pp,6.25,0.25,0.25,3.2e-08,2.2756317804073663e-08,2.2756317804073663e-08,0.0,0.0,2.2756317804073663e-08,2.2756317804073663e-08,ins132162
8000.0,pp,0.0285,0.0,0.0,305.09,0.527,0.527,12.85,12.85,12.860802035643033,12.860802035643033,ins1356731
8000.0,pp,0.03164,0.0,0.0,287.95,0.478,0.478,12.08,12.08,12.089453420233689,12.089453420233689,ins1356731
8000.0,pp,0.03491,0.0,0.0,269.24,0.436,0.436,11.32,11.32,11.328393354752475,11.328393354752475,ins1356731
8000.0,pp,0.03831,0.0,0.0,251.31,0.401,0.401,10.59,10.59,10.597589395706931,10.597589395706931,ins1356731
8000.0,pp,0.04184,0.0,0.0,235.15,0.371,0.371,9.874,9.874,9.880967412151506,9.880967412151506,ins1356731
8000.0,pp,0.04551,0.0,0.0,218.32,0.343,0.343,9.185,9.185,9.19140217812277,9.19140217812277,ins1356731
8000.0,pp,0.04933,0.0,0.0,202.64,0.318,0.318,8.521,8.521,8.526931745944728,8.526931745944728,ins1356731
8000.0,pp,0.0533,0.0,0.0,187.1,0.295,0.295,7.882,7.882,7.887518557822859,7.887518557822859,ins1356731
8000.0,pp,0.05743,0.0,0.0,173.06,0.274,0.274,7.27,7.27,7.275161578961666,7.275161578961666,ins1356731
8000.0,pp,0.06173,0.0,0.0,158.77,0.255,0.255,6.685,6.685,6.689861732502399,6.689861732502399,ins1356731
8000.0,pp,0.0662,0.0,0.0,144.93,0.236,0.236,6.127,6.127,6.131543443538503,6.131543443538503,ins1356731
8000.0,pp,0.07085,0.0,0.0,133.12,0.219,0.219,5.597,5.597,5.601282888767537,5.601282888767537,ins1356731
8000.0,pp,0.07568,0.0,0.0,121.24,0.203,0.203,5.096,5.096,5.100041666496461,5.100041666496461,ins1356731
8000.0,pp,0.08071,0.0,0.0,109.77,0.188,0.188,4.623,4.623,4.626821046896022,4.626821046896022,ins1356731
8000.0,pp,0.08593,0.0,0.0,99.077,0.174,0.174,4.179,4.179,4.18262082909747,4.18262082909747,ins1356731
8000.0,pp,0.09137,0.0,0.0,89.126,0.161,0.161,3.762,3.762,3.7654435329719127,3.7654435329719127,ins1356731
8000.0,pp,0.09702,0.0,0.0,79.951,0.148,0.148,3.374,3.374,3.3772444388880114,3.3772444388880114,ins1356731
8000.0,pp,0.1029,0.0,0.0,71.614,0.137,0.137,3.014,3.014,3.017112029739698,3.017112029739698,ins1356731
8000.0,pp,0.10902,0.0,0.0,63.34,0.125,0.125,2.68,2.68,2.682913528237539,2.682913528237539,ins1356731
8000.0,pp,0.11538,0.0,0.0,56.218,0.115,0.115,2.373,2.373,2.375784922925474,2.375784922925474,ins1356731
8000.0,pp,0.12199,0.0,0.0,49.404,0.105,0.105,2.092,2.092,2.0946333808091575,2.0946333808091575,ins1356731
8000.0,pp,0.12887,0.0,0.0,43.3,0.0961,0.0961,1.835,1.835,1.8375146829345337,1.8375146829345337,ins1356731
8000.0,pp,0.13602,0.0,0.0,37.79,0.0876,0.0876,1.601,1.601,1.6033947611240345,1.6033947611240345,ins1356731
8000.0,pp,0.14346,0.0,0.0,32.65,0.0795,0.0795,1.391,1.391,1.3932699846045633,1.3932699846045633,ins1356731
8000.0,pp,0.1512,0.0,0.0,28.113,0.072,0.072,1.201,1.201,1.203156265827511,1.203156265827511,ins1356731
8000.0,pp,0.15925,0.0,0.0,24.155,0.0659,0.0659,1.03,1.03,1.032106007152366,1.032106007152366,ins1356731
8000.0,pp,0.16761,0.0,0.0,20.645,0.0616,0.0616,0.877,0.877,0.8791607134079639,0.8791607134079639,ins1356731
8000.0,pp,0.17632,0.0,0.0,17.486,0.0574,0.0574,0.743,0.743,0.7452139021784282,0.7452139021784282,ins1356731
8000.0,pp,0.18537,0.0,0.0,14.679,0.0543,0.0543,0.626,0.626,0.6283506107262091,0.6283506107262091,ins1356731
8000.0,pp,0.19478,0.0,0.0,12.291,0.0504,0.0504,0.524,0.524,0.5264182367661668,0.5264182367661668,ins1356731
2.482,pbarp,0.035,0.0050000000000000044,0.0049999999999999975,258.0,25.0,25.0,0.0,0.0,25.0,25.0,ins1392679
2.482,pbarp,0.045,0.0049999999999999975,0.0050000000000000044,223.0,23.0,23.0,0.0,0.0,23.0,23.0,ins1392679
2.482,pbarp,0.055,0.0049999999999999975,0.0049999999999999975,184.0,22.0,22.0,0.0,0.0,22.0,22.0,ins1392679
2.482,pbarp,0.065,0.0050000000000000044,0.0050000000000000044,177.0,21.0,21.0,0.0,0.0,21.0,21.0,ins1392679
2.482,pbarp,0.07500000000000001,0.0050000000000000044,0.0049999999999999906,139.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.482,pbarp,0.08499999999999999,0.0049999999999999906,0.0050000000000000044,136.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.482,pbarp,0.095,0.0050000000000000044,0.0050000000000000044,120.0,15.0,15.0,0.0,0.0,15.0,15.0,ins1392679
2.482,pbarp,0.10500000000000001,0.0050000000000000044,0.0049999999999999906,83.0,8.0,8.0,0.0,0.0,8.0,8.0,ins1392679
2.482,pbarp,0.11499999999999999,0.0049999999999999906,0.0050000000000000044,81.0,7.0,7.0,0.0,0.0,7.0,7.0,ins1392679
2.482,pbarp,0.14,0.020000000000000018,0.01999999999999999,61.8,3.2,3.2,0.0,0.0,3.2,3.2,ins1392679
2.482,pbarp,0.18,0.01999999999999999,0.020000000000000018,33.1,2.3,2.3,0.0,0.0,2.3,2.3,ins1392679
2.482,pbarp,0.22,0.01999999999999999,0.01999999999999999,13.0,1.5,1.5,0.0,0.0,1.5,1.5,ins1392679
2.482,pbarp,0.26,0.020000000000000018,0.020000000000000018,8.4,1.2,1.2,0.0,0.0,1.2,1.2,ins1392679
2.482,pbarp,0.30000000000000004,0.020000000000000018,0.019999999999999962,4.4,0.8,0.8,0.0,0.0,0.8,0.8,ins1392679
2.482,pbarp,0.36,0.03999999999999998,0.040000000000000036,1.8,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.482,pbarp,0.48000000000000004,0.08000000000000002,0.08000000000000002,0.8,0.2,0.2,0.0,0.0,0.2,0.2,ins1392679
2.482,pbarp,0.6000000000000001,0.040000000000000036,0.039999999999999925,1.7,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.482,pbarp,0.6799999999999999,0.039999999999999925,0.040000000000000036,1.9,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.482,pbarp,0.78,0.06000000000000005,0.05999999999999994,1.6,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.482,pbarp,0.88,0.040000000000000036,0.040000000000000036,1.5,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.482,pbarp,1.06,0.14,0.1399999999999999,0.67,0.12,0.12,0.0,0.0,0.12,0.12,ins1392679
2.482,pbarp,1.5,0.30000000000000004,0.30000000000000004,0.23,0.05,0.05,0.0,0.0,0.05,0.05,ins1392679
2.482,pbarp,2.2,0.40000000000000013,0.3999999999999999,0.11,0.03,0.03,0.0,0.0,0.03,0.03,ins1392679
2.585,pbarp,0.035,0.0050000000000000044,0.0049999999999999975,214.0,21.0,21.0,0.0,0.0,21.0,21.0,ins1392679
2.585,pbarp,0.045,0.0049999999999999975,0.0050000000000000044,191.0,20.0,20.0,0.0,0.0,20.0,20.0,ins1392679
2.585,pbarp,0.055,0.0049999999999999975,0.0049999999999999975,148.0,18.0,18.0,0.0,0.0,18.0,18.0,ins1392679
2.585,pbarp,0.065,0.0050000000000000044,0.0050000000000000044,155.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.585,pbarp,0.07500000000000001,0.0050000000000000044,0.0049999999999999906,147.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.585,pbarp,0.08499999999999999,0.0049999999999999906,0.0050000000000000044,127.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.585,pbarp,0.095,0.0050000000000000044,0.0050000000000000044,110.0,14.0,14.0,0.0,0.0,14.0,14.0,ins1392679
2.585,pbarp,0.10500000000000001,0.0050000000000000044,0.0049999999999999906,90.0,8.0,8.0,0.0,0.0,8.0,8.0,ins1392679
2.585,pbarp,0.11499999999999999,0.0049999999999999906,0.0050000000000000044,71.7,6.5,6.5,0.0,0.0,6.5,6.5,ins1392679
2.585,pbarp,0.14,0.020000000000000018,0.01999999999999999,55.4,2.9,2.9,0.0,0.0,2.9,2.9,ins1392679
2.585,pbarp,0.18,0.01999999999999999,0.020000000000000018,28.1,2.0,2.0,0.0,0.0,2.0,2.0,ins1392679
2.585,pbarp,0.22,0.01999999999999999,0.01999999999999999,16.9,1.6,1.6,0.0,0.0,1.6,1.6,ins1392679
2.585,pbarp,0.26,0.020000000000000018,0.020000000000000018,9.9,1.2,1.2,0.0,0.0,1.2,1.2,ins1392679
2.585,pbarp,0.30000000000000004,0.020000000000000018,0.019999999999999962,3.0,0.7,0.7,0.0,0.0,0.7,0.7,ins1392679
2.585,pbarp,0.36,0.03999999999999998,0.040000000000000036,1.6,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.585,pbarp,0.48000000000000004,0.08000000000000002,0.08000000000000002,0.7,0.2,0.2,0.0,0.0,0.2,0.2,ins1392679
2.585,pbarp,0.6000000000000001,0.040000000000000036,0.039999999999999925,1.9,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.585,pbarp,0.6799999999999999,0.039999999999999925,0.040000000000000036,1.3,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.585,pbarp,0.78,0.06000000000000005,0.05999999999999994,1.6,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.585,pbarp,0.88,0.040000000000000036,0.040000000000000036,1.3,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.585,pbarp,0.98,0.05999999999999994,0.06000000000000005,1.1,0.2,0.2,0.0,0.0,0.2,0.2,ins1392679
2.585,pbarp,1.12,0.08000000000000007,0.07999999999999985,0.74,0.17,0.17,0.0,0.0,0.17,0.17,ins1392679
2.585,pbarp,1.4,0.19999999999999996,0.20000000000000018,0.25,0.06,0.06,0.0,0.0,0.06,0.06,ins1392679
2.585,pbarp,1.9000000000000001,0.30000000000000004,0.30000000000000004,0.15,0.04,0.04,0.0,0.0,0.04,0.04,ins1392679
2.585,pbarp,2.5,0.2999999999999998,0.2999999999999998,0.12,0.03,0.03,0.0,0.0,0.03,0.03,ins1392679
2.635,pbarp,0.035,0.0050000000000000044,0.0049999999999999975,204.0,20.0,20.0,0.0,0.0,20.0,20.0,ins1392679
2.635,pbarp,0.045,0.0049999999999999975,0.0050000000000000044,162.0,18.0,18.0,0.0,0.0,18.0,18.0,ins1392679
2.635,pbarp,0.055,0.0049999999999999975,0.0049999999999999975,165.0,18.0,18.0,0.0,0.0,18.0,18.0,ins1392679
2.635,pbarp,0.065,0.0050000000000000044,0.0050000000000000044,152.0,18.0,18.0,0.0,0.0,18.0,18.0,ins1392679
2.635,pbarp,0.07500000000000001,0.0050000000000000044,0.0049999999999999906,125.0,17.0,17.0,0.0,0.0,17.0,17.0,ins1392679
2.635,pbarp,0.08499999999999999,0.0049999999999999906,0.0050000000000000044,118.0,17.0,17.0,0.0,0.0,17.0,17.0,ins1392679
2.635,pbarp,0.095,0.0050000000000000044,0.0050000000000000044,105.0,13.0,13.0,0.0,0.0,13.0,13.0,ins1392679
2.635,pbarp,0.10500000000000001,0.0050000000000000044,0.0049999999999999906,75.0,7.0,7.0,0.0,0.0,7.0,7.0,ins1392679
2.635,pbarp,0.11499999999999999,0.0049999999999999906,0.0050000000000000044,70.1,6.2,6.2,0.0,0.0,6.2,6.2,ins1392679
2.635,pbarp,0.14,0.020000000000000018,0.01999999999999999,58.1,2.8,2.8,0.0,0.0,2.8,2.8,ins1392679
2.635,pbarp,0.18,0.01999999999999999,0.020000000000000018,30.2,2.0,2.0,0.0,0.0,2.0,2.0,ins1392679
2.635,pbarp,0.22,0.01999999999999999,0.01999999999999999,18.9,1.6,1.6,0.0,0.0,1.6,1.6,ins1392679
2.635,pbarp,0.26,0.020000000000000018,0.020000000000000018,8.6,1.1,1.1,0.0,0.0,1.1,1.1,ins1392679
2.635,pbarp,0.30000000000000004,0.020000000000000018,0.019999999999999962,5.0,0.8,0.8,0.0,0.0,0.8,0.8,ins1392679
2.635,pbarp,0.36,0.03999999999999998,0.040000000000000036,1.4,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.635,pbarp,0.48000000000000004,0.08000000000000002,0.08000000000000002,0.6,0.2,0.2,0.0,0.0,0.2,0.2,ins1392679
2.635,pbarp,0.6000000000000001,0.040000000000000036,0.039999999999999925,1.5,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.635,pbarp,0.7,0.05999999999999994,0.06000000000000005,1.1,0.2,0.2,0.0,0.0,0.2,0.2,ins1392679
2.635,pbarp,0.8,0.040000000000000036,0.039999999999999925,1.4,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.635,pbarp,0.88,0.040000000000000036,0.040000000000000036,1.2,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.635,pbarp,0.98,0.05999999999999994,0.06000000000000005,0.92,0.21,0.21,0.0,0.0,0.21,0.21,ins1392679
2.635,pbarp,1.12,0.08000000000000007,0.07999999999999985,0.66,0.15,0.15,0.0,0.0,0.15,0.15,ins1392679
2.635,pbarp,1.4,0.19999999999999996,0.20000000000000018,0.25,0.06,0.06,0.0,0.0,0.06,0.06,ins1392679
2.635,pbarp,2.0,0.3999999999999999,0.3999999999999999,0.05,0.02,0.02,0.0,0.0,0.02,0.02,ins1392679
2.635,pbarp,2.5999999999999996,0.19999999999999973,0.20000000000000018,0.06,0.02,0.02,0.0,0.0,0.02,0.02,ins1392679
2.685,pbarp,0.035,0.0050000000000000044,0.0049999999999999975,226.0,24.0,24.0,0.0,0.0,24.0,24.0,ins1392679
2.685,pbarp,0.045,0.0049999999999999975,0.0050000000000000044,169.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.685,pbarp,0.055,0.0049999999999999975,0.0049999999999999975,164.0,19.0,19.0,0.0,0.0,19.0,19.0,ins1392679
2.685,pbarp,0.065,0.0050000000000000044,0.0050000000000000044,120.0,16.0,16.0,0.0,0.0,16.0,16.0,ins1392679
2.685,pbarp,0.07500000000000001,0.0050000000000000044,0.0049999999999999906,116.0,16.0,16.0,0.0,0.0,16.0,16.0,ins1392679
2.685,pbarp,0.08499999999999999,0.0049999999999999906,0.0050000000000000044,121.0,17.0,17.0,0.0,0.0,17.0,17.0,ins1392679
2.685,pbarp,0.095,0.0050000000000000044,0.0050000000000000044,102.0,14.0,14.0,0.0,0.0,14.0,14.0,ins1392679
2.685,pbarp,0.10500000000000001,0.0050000000000000044,0.0049999999999999906,94.0,9.0,9.0,0.0,0.0,9.0,9.0,ins1392679
2.685,pbarp,0.11499999999999999,0.0049999999999999906,0.0050000000000000044,59.2,6.6,6.6,0.0,0.0,6.6,6.6,ins1392679
2.685,pbarp,0.14,0.020000000000000018,0.01999999999999999,54.5,3.2,3.2,0.0,0.0,3.2,3.2,ins1392679
2.685,pbarp,0.18,0.01999999999999999,0.020000000000000018,31.4,2.4,2.4,0.0,0.0,2.4,2.4,ins1392679
2.685,pbarp,0.22,0.01999999999999999,0.01999999999999999,19.4,1.9,1.9,0.0,0.0,1.9,1.9,ins1392679
2.685,pbarp,0.26,0.020000000000000018,0.020000000000000018,7.6,1.2,1.2,0.0,0.0,1.2,1.2,ins1392679
2.685,pbarp,0.30000000000000004,0.020000000000000018,0.019999999999999962,5.0,1.0,1.0,0.0,0.0,1.0,1.0,ins1392679
2.685,pbarp,0.36,0.03999999999999998,0.040000000000000036,2.4,0.7,0.7,0.0,0.0,0.7,0.7,ins1392679
2.685,pbarp,0.48000000000000004,0.08000000000000002,0.08000000000000002,0.5,0.2,0.2,0.0,0.0,0.2,0.2,ins1392679
2.685,pbarp,0.6000000000000001,0.040000000000000036,0.039999999999999925,1.7,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.685,pbarp,0.7,0.05999999999999994,0.06000000000000005,1.7,0.3,0.3,0.0,0.0,0.3,0.3,ins1392679
2.685,pbarp,0.8,0.040000000000000036,0.039999999999999925,1.8,0.4,0.4,0.0,0.0,0.4,0.4,ins1392679
2.685,pbarp,0.94,0.09999999999999998,0.10000000000000009,0.52,0.14,0.14,0.0,0.0,0.14,0.14,ins1392679
2.685,pbarp,1.22,0.17999999999999994,0.17999999999999994,0.35,0.08,0.08,0.0,0.0,0.08,0.08,ins1392679
2.685,pbarp,1.6,0.20000000000000018,0.19999999999999996,0.26,0.07,0.07,0.0,0.0,0.07,0.07,ins1392679
2.685,pbarp,2.2,0.40000000000000013,0.3999999999999999,0.1,0.03,0.03,0.0,0.0,0.03,0.03,ins1392679
2.735,pbarp,0.035,0.0050000000000000044,0.0049999999999999975,202.0,22.0,22.0,0.0,0.0,22.0,22.0,ins1392679
2.735,pbarp,0.045,0.0049999999999999975,0.0050000000000000044,172.0,20.0,20.0,0.0,0.0,20.0,20.0,ins1392679
2.735,pbarp,0.055,0.0049999999999999975,0.0049999999999999975,159.0,20.0,20.0,0.0,0.0,20.0,20.0,ins1392679
2.735,pbarp,0.065,0.0050000000000000044,0.0050000000000000044,135.0,18.0,18.0,0.0,0.0,18.0,18.0,ins1392679
2.735,pbarp,0.07500000000000001,0.0050000000000000044,0.0049999999999999906,117.0,17.0,17.0,0.0,0.0,17.0,17.0,ins1392679
2.735,pbarp,0.08499999999999999,0.0049999999999999906,0.0050000000000000044,115.0,17.0,17.0,0.0,0.0,17.0,17.0,ins1392679
2.735,pbarp,0.095,0.0050000000000000044,0.0050000000000000044,90.0,13.0,13.0,0.0,0.0,13.0,13.0,ins1392679
2.735,pbarp,0.10500000000000001,0.0050000000000000044,0.0049999999999999906,82.0,9.0,9.0,0.0,0.0,9.0,9.0,ins1392679
2.735,pbarp,0.11499999999999999,0.0049999999999999906,0.0050000000000000044,72.0,7.3,7.3,0.0,0.0,7.3,7.3,ins1392679
2.735,pbarp,0.14,0.020000000000000018,0.01999999999999999,43.5,2.9,2.9,0.0,0.0,2.9,2.9,ins1392679
2.735,pbarp,0.18,0.01999999999999999,0.020000000000000018,30.0,2.4,2.4,0.0,0.0,2.4,2.4,ins1392679
2.735,pbarp,0.22,0.01999999999999999,0.01999999999999999,15.4,1.7,1.7,0.0,0.0,1.7,1.7,ins1392679
2.735,pbarp,0.26,0.020000000000000018,0.020000000000000018,7.1,1.2,1.2,0.0,0.0,1.2,1.2,ins1392679
